"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"161604","Ukraine","2018","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2018","501423","77"
"161606","Ukraine","2018","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2018","493016","77"
"161607","Ukraine","2018","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2018","481354","77"
"161608","Ukraine","2018","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2018","488077","77"
"161609","Ukraine","2018","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2018","400651","77"
"161610","Ukraine","2018","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2018","347745","77"
"161612","Ukraine","2018","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2018","330123","77"
"161613","Ukraine","2018","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2018","213082","77"
"161614","Ukraine","2018","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2018","237472","77"
"161615","Ukraine","2018","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2018","208152","77"
"161616","Ukraine","2018","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2018","259397","77"
"161618","Ukraine","2018","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2018","335004","77"
"161619","Ukraine","2018","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2018","328293","77"
"161620","Ukraine","2018","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2018","334278","77"
"161621","Ukraine","2018","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2018","331301","77"
"161622","Ukraine","2018","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2018","317623","77"
"161624","Ukraine","2018","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2018","241297","77"
"161625","Ukraine","2018","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2018","182452","77"
"161626","Ukraine","2018","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2018","124968","77"
"161627","Ukraine","2018","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2018","96776","77"
"161628","Ukraine","2018","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2018","113178","77"
"161630","Ukraine","2018","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2018","104834","77"
"161631","Ukraine","2018","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2018","117305","77"
"161632","Ukraine","2018","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2018","80600","77"
"161633","Ukraine","2018","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2018","75865","77"
"161634","Ukraine","2018","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2018","58428","77"
"161636","Ukraine","2018","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2018","46248","77"
"161637","Ukraine","2018","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2018","35585","77"
"161638","Ukraine","2018","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2018","25803","77"
"161639","Ukraine","2018","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2018","14448","77"
"161640","Ukraine","2018","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2018","10324","77"
"161642","Ukraine","2018","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2018","9217","77"
"161643","Ukraine","2018","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2018","9824","77"
"161644","Ukraine","2018","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2018","2004","77"
"161645","Ukraine","2018","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2018","2600","77"
"162611","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2019","768431","35,78"
"162613","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2019","777830","35,78"
"162615","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2019","792428","35,78"
"162616","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2019","798299","35,78"
"162617","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2019","811766","35,78"
"162618","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2019","834111","35,78"
"162620","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2019","840862","35,78"
"162621","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2019","826345","35,78"
"162622","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2019","813666","35,78"
"162623","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2019","812150","35,78"
"162624","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2019","801653","35,78"
"162626","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2019","780125","35,78"
"162627","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2019","757439","35,78"
"162628","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2019","736346","35,78"
"162629","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2019","720098","35,78"
"162630","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2019","704864","35,78"
"162632","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2019","709643","35,78"
"162633","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2019","730310","35,78"
"162634","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2019","754755","35,78"
"162635","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2019","779280","35,78"
"162636","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2019","805843","35,78"
"162638","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2019","826233","35,78"
"162639","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2019","834269","35,78"
"162640","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2019","854261","35,78"
"162641","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2019","874065","35,78"
"162642","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2019","892919","35,78"
"162644","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2019","917061","35,78"
"162645","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2019","919576","35,78"
"162646","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2019","907471","35,78"
"162647","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2019","907671","35,78"
"162648","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2019","900379","35,78"
"162650","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2019","892473","35,78"
"162651","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2019","895166","35,78"
"162652","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2019","884122","35,78"
"162653","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2019","875903","35,78"
"162654","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2019","878065","35,78"
"162656","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2019","880930","35,78"
"162657","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2019","883792","35,78"
"162658","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2019","865959","35,78"
"162659","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2019","819335","35,78"
"162660","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2019","784445","35,78"
"162662","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2019","785354","35,78"
"162663","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2019","800350","35,78"
"162664","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2019","814776","35,78"
"162665","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2019","840465","35,78"
"162666","United Kingdom of Great Britain and Northern Ireland","2018","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2019","877197","35,78"
